Prov,Kota,Kec,Kel,TPS,Suara Sah,Total Suara,Paslon 1,Paslon 2,Paslon 3,Link Dokumen
JAMBI,BATANGHARI,BATIN XXIV,KARMEO,TPS 002,200,205,54,147,3,https://sirekap-obj-formc.kpu.go.id/34c4/pemilu/ppwp/15/04/04/20/11/1504042011002-20240215-022641--218a83b7-96c4-4914-80a9-2f3ac1ae04e4.jpg
JAMBI,BATANGHARI,BATIN XXIV,KARMEO,TPS 006,235,246,51,154,15,https://sirekap-obj-formc.kpu.go.id/a042/pemilu/ppwp/15/04/04/20/11/1504042011006-20240214-194101--c0d79bd1-ee19-46bc-b6aa-9628be161ac0.jpg
JAMBI,BATANGHARI,BATIN XXIV,SIMPANG JELUTIH,TPS 003,189,6,34,524,32,https://sirekap-obj-formc.kpu.go.id/ceb5/pemilu/ppwp/15/04/04/20/16/1504042016003-20240217-141701--59102967-4bf6-4bda-a2f2-f4a245da1f98.jpg
JAMBI,BATANGHARI,MARO SEBO ULU,SUNGAI LINGKAR,TPS 005,174,172,22,122,12,https://sirekap-obj-formc.kpu.go.id/c374/pemilu/ppwp/15/04/06/20/11/1504062011005-20240214-190209--7eda85b6-c1ef-4bfa-bd3f-b581a2553e8b.jpg
JAMBI,BATANGHARI,MERSAM,BENTENG RENDAH,TPS 004,194,198,30,146,13,https://sirekap-obj-formc.kpu.go.id/7076/pemilu/ppwp/15/04/01/20/07/1504012007004-20240216-122346--80daff5b-c983-40ce-bbca-16a3534d9e40.jpg
JAMBI,BATANGHARI,MERSAM,KEMBANG PASEBAN,TPS 006,225,231,32,120,13,https://sirekap-obj-formc.kpu.go.id/54d4/pemilu/ppwp/15/04/01/10/01/1504011001006-20240216-181456--c9bccc0a-ba4a-4ccc-b980-178b621c4d21.jpg
JAMBI,BATANGHARI,MERSAM,KEMBANG PASEBAN,TPS 010,210,214,77,130,13,https://sirekap-obj-formc.kpu.go.id/d3ed/pemilu/ppwp/15/04/01/10/01/1504011001010-20240216-102055--72e8b9f1-81b1-487b-abd0-fb4c8d5a635e.jpg
JAMBI,BATANGHARI,MERSAM,PEMATANG GADUNG,TPS 005,230,236,98,120,16,https://sirekap-obj-formc.kpu.go.id/d1b6/pemilu/ppwp/15/04/01/20/10/1504012010005-20240216-131725--a7cf2e77-80f2-45c8-b37e-e7eb9b6deef5.jpg
JAMBI,BATANGHARI,MUARA BULIAN,KILANGAN,TPS 004,220,224,21,149,51,https://sirekap-obj-formc.kpu.go.id/ade0/pemilu/ppwp/15/04/03/20/20/1504032020004-20240215-071457--a818b094-8b84-41de-b3d0-9d0efad3675e.jpg
JAMBI,BATANGHARI,MUARA BULIAN,RANTAU PURI,TPS 005,241,246,83,147,14,https://sirekap-obj-formc.kpu.go.id/b473/pemilu/ppwp/15/04/03/20/14/1504032014005-20240216-123321--32b0a8d9-7714-427b-b307-c06c9cfa5a8b.jpg
JAMBI,BATANGHARI,PEMAYUNG,JEMBATAN MAS,TPS 011,147,154,6,123,17,https://sirekap-obj-formc.kpu.go.id/2954/pemilu/ppwp/15/04/05/10/02/1504051002011-20240216-132514--c0765c61-bc83-49ce-97dd-05caf63f0b91.jpg
JAMBI,BATANGHARI,PEMAYUNG,TURE,TPS 009,148,256,51,193,4,https://sirekap-obj-formc.kpu.go.id/70fc/pemilu/ppwp/15/04/05/20/08/1504052008009-20240215-004143--eac0367b-8914-48d4-8ac2-90fa4e096fb6.jpg
JAMBI,BUNGO,BATHIN III,MANGGIS,TPS 013,64,9,64,131,9,https://sirekap-obj-formc.kpu.go.id/e0b2/pemilu/ppwp/15/08/11/10/01/1508111001013-20240214-231555--9158f7c9-f373-4fc7-9f14-f8bd72bf924f.jpg
JAMBI,BUNGO,BATIN II BABEKO,TUO SEPUNGGUR,TPS 003,272,277,81,182,8,https://sirekap-obj-formc.kpu.go.id/0bcd/pemilu/ppwp/15/08/10/20/06/1508102006003-20240216-145028--eff588f9-b21b-4bdd-8af8-fd7084f08838.jpg
JAMBI,BUNGO,JUJUHAN,PULAU JELMU,TPS 002,252,254,35,207,8,https://sirekap-obj-formc.kpu.go.id/1c6a/pemilu/ppwp/15/08/04/20/03/1508042003002-20240215-220547--d355bd0f-8f6d-4eb8-b0e5-6160be7c2b6b.jpg
JAMBI,BUNGO,JUJUHAN,RANTAU PANJANG,TPS 002,196,199,59,128,3,https://sirekap-obj-formc.kpu.go.id/d237/pemilu/ppwp/15/08/04/20/09/1508042009002-20240216-215909--ff65b111-2c5c-4ef9-92f2-6d82464e0e54.jpg
JAMBI,BUNGO,JUJUHAN,TANJUNG BELIT,TPS 003,163,164,28,136,3,https://sirekap-obj-formc.kpu.go.id/3e99/pemilu/ppwp/15/08/04/20/01/1508042001003-20240214-185715--adecb87c-392b-4215-9aa1-6d8e0ab65278.jpg
